Name,Genre,Platform,Global_Sales,Cluster
Mobile Suit Gundam: MS Sensen 0079,Simulation,Wii,0.11,0
Pinball Hall of Fame: The Williams Collection,Misc,PSP,0.11,0
Space Chimps,Platform,X360,0.11,0
The Spiderwick Chronicles,Action,X360,0.11,0
Project CARS,Racing,PC,0.11,0
Green Lantern: Rise of the Manhunters,Action,DS,0.11,0
Eragon,Action,PSP,0.11,0
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,Adventure,PS3,0.11,0
Guitar Rock Tour,Misc,DS,0.11,0
Mortal Kombat: Deception,Fighting,GC,0.11,0
ESPN NHL Hockey,Sports,XB,0.11,0
Monster Lab,Role-Playing,PS2,0.11,0
XXX,Action,GBA,0.11,0
Machinarium,Adventure,PC,0.11,0
The Smurfs 2,Platform,PS3,0.11,0
Maximum Force,Shooter,PS,0.11,0
NCIS 3D,Adventure,3DS,0.11,0
Worms Forts: Under Siege,Strategy,PS2,0.11,0
Alvin and the Chipmunks: Chipwrecked,Misc,DS,0.11,0
Totally Spies! Totally Party,Misc,Wii,0.11,0
Smash Court Tennis 3,Sports,X360,0.11,0
ATV Quad Kings,Racing,DS,0.11,0
Naruto Shippuden: Naruto vs. Sasuke,Action,DS,0.11,0
DualPenSports,Sports,3DS,0.11,0
Project: Snowblind,Action,XB,0.11,0
Astro Boy: The Video Game,Action,PS2,0.11,0
HOP,Platform,DS,0.11,0
Brave Story: New Traveler (US sales),Role-Playing,PSP,0.11,0
Disney's Extreme Skate Adventure,Sports,XB,0.11,0
Tales of Phantasia (PS1 & PSP Versions),Role-Playing,PSP,0.11,0
Kouchuu Ouja Mushi King: Super Collection,Action,DS,0.11,0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,GC,0.11,0
Pac-Man World 2,Action,GBA,0.11,0
Yoostar2,Misc,PS3,0.11,0
Avatar: The Last Airbender,Adventure,PSP,0.11,0
Odama,Misc,GC,0.11,0
Karaoke Revolution Presents American Idol Encore,Misc,X360,0.11,0
FlatOut: Ultimate Carnage,Racing,X360,0.11,0
Mobile Light Force 2,Shooter,PS2,0.11,0
Naval Ops: Warship Gunner,Simulation,PS2,0.11,0
Soma Bringer,Role-Playing,DS,0.11,0
"Sesame Street: Ready, Set, Grover!",Misc,Wii,0.11,0
Shin Sangoku Musou 6 Special,Action,PSP,0.11,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,X360,0.11,0
Go! Sudoku (JP sales),Puzzle,PSP,0.11,0
EA Replay,Action,PSP,0.11,0
Paws & Claws Pet Vet: Australian Adventures,Simulation,DS,0.11,0
Bionicle Heroes,Shooter,GC,0.11,0
Trauma Center: Under the Knife 2,Simulation,DS,0.11,0
Puss in Boots,Action,DS,0.11,0
Split/Second,Racing,PSP,0.11,0
The Croods: Prehistoric Party!,Misc,Wii,0.11,0
The King of Fighters 2000/2001,Fighting,PS2,0.11,0
Lunacy,Adventure,SAT,0.11,0
Batman & Robin,Action,PS,0.11,0
Snowboard Kids 2,Sports,N64,0.11,0
Tonic Trouble,Platform,N64,0.11,0
Nuclear Strike 64,Simulation,N64,0.11,0
Chameleon Twist,Platform,N64,0.11,0
Top Gear Rally 2,Racing,N64,0.11,0
Chopper Attack,Action,N64,0.11,0
Vigilante 8: 2nd Offense,Racing,N64,0.11,0
Fighting Force 64,Action,N64,0.11,0
Thief (2014),Action,PC,0.11,0
Rock Band: Metal Track Pack,Misc,Wii,0.11,0
Pac-Man and the Ghostly Adventures 2,Adventure,PS3,0.11,0
BlazBlue: Calamity Trigger Portable,Fighting,PSP,0.11,0
Night at the Museum: Battle of the Smithsonian,Action,X360,0.11,0
Street Fighter Collection,Fighting,SAT,0.11,0
Ninja Assault,Shooter,PS2,0.11,0
Tales of Berseria,Role-Playing,PS3,0.11,0
Samurai Warriors 4,Action,PSV,0.11,0
GunGriffon Blaze,Simulation,PS2,0.11,0
Higurashi no Naku Koro ni Matsuri,Adventure,PS2,0.11,0
Frontier Gate,Role-Playing,PSP,0.11,0
Transformers: Devastation,Action,PS3,0.11,0
Top Angler: Real Bass Fishing,Sports,PS2,0.11,0
Gabrielle's Ghostly Groove 3D,Adventure,3DS,0.11,0
Michael Phelps: Push the Limit,Sports,X360,0.11,0
Breakout,Puzzle,PS,0.11,0
Frogger: Helmet Chaos,Platform,PSP,0.11,0
AKB48+Me,Action,3DS,0.11,0
Touch Detective 2 1/2,Adventure,DS,0.11,0
Alias,Action,PS2,0.11,0
Planet 51,Action,X360,0.11,0
Call of Juarez: The Cartel,Shooter,PC,0.11,0
Sakura Taisen Hanagumi Tsuushin,Misc,SAT,0.11,0
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Adventure,GBA,0.11,0
Tornado Outbreak,Action,Wii,0.11,0
Pimp My Ride,Racing,X360,0.11,0
Michael Jackson: The Experience,Misc,PSV,0.11,0
Astro Boy: The Video Game,Action,Wii,0.11,0
Outlaw Golf: Nine Holes of Christmas,Sports,XB,0.11,0
NHL Rivals 2004,Sports,XB,0.11,0
X-Men: Next Dimension,Fighting,XB,0.11,0
Tyco RC: Assault with a Battery,Racing,PS,0.11,0
Felony 11-79,Racing,PS,0.11,0
Terraria,Action,PSV,0.11,0
Classic Road,Sports,SNES,0.11,0
Bust-A-Move DS,Puzzle,DS,0.11,0
Nicktoons: Unite!,Adventure,DS,0.11,0
SimAnimals Africa,Simulation,DS,0.11,0
Death Jr.: Root of Evil,Platform,Wii,0.11,0
One Piece: Burning Blood,Fighting,PSV,0.11,0
Panzer Dragoon Saga,Role-Playing,SAT,0.11,0
Sonic Generations,Platform,PC,0.11,0
Mushroom Men: Rise of the Fungi,Action,DS,0.11,0
Shining Ark,Role-Playing,PSP,0.11,0
The Scorpion King: Rise of the Akkadian,Action,GC,0.11,0
Backyard Baseball '10,Sports,Wii,0.11,0
Transformers: Beast Wars Transmetals,Fighting,PS,0.11,0
Animal Planet: Vet Life,Simulation,DS,0.11,0
My Little Sister Can't Be This Cute Portable,Action,PSP,0.11,0
Silly Bandz: Play The Craze,Puzzle,DS,0.11,0
Charlie and the Chocolate Factory,Adventure,XB,0.11,0
Constantine,Action,PS2,0.11,0
Where the Wild Things Are,Platform,PS3,0.11,0
Dynasty Tactics 2,Strategy,PS2,0.11,0
Real World Golf,Sports,PS2,0.11,0
Winter Heat,Sports,SAT,0.11,0
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,XB,0.11,0
Digimon Story: Cyber Sleuth,Role-Playing,PS4,0.11,0
JU-ON: The Grudge,Action,Wii,0.11,0
Defender,Misc,GC,0.11,0
Deca Sports DS,Sports,DS,0.11,0
The Polar Express,Adventure,GC,0.11,0
BMX XXX,Sports,XB,0.11,0
ATV: Quad Frenzy,Racing,DS,0.11,0
Akiba's Trip: Undead & Undressed,Action,PS3,0.11,0
Backyard NFL Football '10,Sports,X360,0.11,0
The Godfather: Mob Wars,Action,PSP,0.11,0
Lady Sia,Platform,GBA,0.11,0
Rock Band: Metal Track Pack,Misc,PS2,0.11,0
Rocky Balboa,Sports,PSP,0.11,0
The Lord of the Rings: Conquest,Action,DS,0.11,0
PriPara Mezase! Idol Grand Prix No.1!,Misc,3DS,0.11,0
National Geographic Challenge!,Misc,Wii,0.11,0
Robotech: Invasion,Shooter,PS2,0.11,0
Hole in the Wall: Deluxe Edition,Misc,X360,0.11,0
Dr. Seuss' The Cat in the Hat,Misc,XB,0.11,0
Rogue Warrior,Shooter,X360,0.11,0
Irozuki Tingle no Koi no Balloon Trip,Adventure,DS,0.11,0
Master of the Monster Lair,Role-Playing,DS,0.11,0
Hellboy: The Science of Evil,Action,X360,0.11,0
Murdered: Soul Suspect,Action,X360,0.11,0
X-Men: Destiny,Action,Wii,0.11,0
Starsky & Hutch,Racing,GC,0.11,0
Final Fantasy I & II,Role-Playing,NES,0.11,0
Rugby 15,Sports,PS4,0.11,0
Langrisser IV,Strategy,SAT,0.11,0
FoxKids.com Micro Maniacs Racing,Racing,PS,0.11,0
Cats & Dogs: The Revenge of Kitty Galore,Action,DS,0.11,0
Hexen: Beyond Heretic,Shooter,PS,0.11,0
Arcade Party Pak,Misc,PS,0.11,0
Kotoba no Puzzle: Mojipittan Daijiten,Puzzle,PSP,0.11,0
Yamaha Supercross,Racing,DS,0.11,0
Picross 3D 2,Puzzle,3DS,0.11,0
Hitman Trilogy,Action,PS2,0.11,0
Dragon Quest & Final Fantasy in Itadaki Street Portable,Misc,PSP,0.11,0
Tetris Evolution,Puzzle,X360,0.11,0
Patapon 2,Misc,PSP,0.11,0
Cabela's Adventure Camp,Misc,PS3,0.11,0
Attack of the Movies 3D,Shooter,Wii,0.11,0
Railroad Tycoon II,Strategy,PS,0.11,0
Angry Birds Star Wars,Strategy,WiiU,0.11,0
Hysteria Hospital: Emergency Ward,Action,DS,0.11,0
The Cheetah Girls: Pop Star Sensations,Misc,DS,0.11,0
Transformer: Rise of the Dark Spark,Action,XOne,0.11,0
Kirarin * Revolution: Kira Kira Idol Audition,Simulation,DS,0.11,0
Ranma 1/2: Akanekodan Teki Hihou,Role-Playing,SNES,0.11,0
The BIGS,Sports,PSP,0.11,0
Blades of Time,Action,X360,0.11,0
My Boyfriend,Simulation,DS,0.11,0
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,WiiU,0.11,0
Victory Zone,Misc,PS,0.11,0
Rengoku: The Tower of Purgatory,Action,PSP,0.11,0
Goal Storm '97,Sports,PS,0.11,0
Paws & Claws: Pet Resort,Simulation,Wii,0.11,0
Dynasty Warriors Advance,Action,GBA,0.11,0
Pachi-Slot Aruze Oukoku 3,Misc,PS,0.11,0
Science Papa,Misc,DS,0.11,0
Tournament Pool,Sports,Wii,0.11,0
Cabela's North American Adventures,Sports,X360,0.11,0
Aqua Aqua,Puzzle,PS2,0.11,0
Viewtiful Joe: Double Trouble!,Action,DS,0.11,0
Tom Clancy's Splinter Cell: Conviction,Action,PC,0.11,0
Mega Man Zero 4,Platform,GBA,0.11,0
Black Bass with Blue Marlin,Sports,PS,0.11,0
Mega Man Battle Network 5: Double Team DS (JP sales),Role-Playing,DS,0.11,0
Utawarerumono: Chiriyukusha e no Komoriuta,Adventure,PS2,0.11,0
Hyper Formation Soccer,Sports,PS,0.11,0
Tiger Woods PGA Tour 06,Sports,GC,0.11,0
Jupiter Strike,Shooter,PS,0.11,0
Sudokuro,Puzzle,DS,0.11,0
BlazBlue: Continuum Shift II,Fighting,3DS,0.11,0
Saigo no Yakusoku no Monogatari,Role-Playing,PSP,0.11,0
The Book of Unwritten Tales,Adventure,PC,0.11,0
Metal Gear Solid Integral,Adventure,PS,0.11,0
Naruto Shippuden 3D: The New Era,Action,3DS,0.11,0
FIFA World Cup Germany 2006,Sports,PSP,0.11,0
Lego Star Wars: The Force Awakens,Action,X360,0.11,0
Reign of Fire,Shooter,GC,0.11,0
Rock Band Track Pack: Classic Rock,Misc,PS3,0.11,0
Rock Revolution,Misc,DS,0.11,0
Big League Sports: Summer,Sports,DS,0.11,0
Tom Clancy's HAWX 2,Action,Wii,0.11,0
Sakura Wars,Adventure,DC,0.11,0
Jampack Volume 14 (RP-T),Misc,PS2,0.11,0
Pro Yakyuu Team o Tsukurou! 2,Sports,DS,0.11,0
Mace Griffin: Bounty Hunter,Shooter,XB,0.11,0
Martian Gothic: Unification,Adventure,PS,0.11,0
Woody Woodpecker Racing,Racing,PS,0.11,0
Final Fantasy XII International Zodiac Job System,Role-Playing,PS2,0.11,0
Barbie in The 12 Dancing Princesses,Adventure,DS,0.11,0
Fight Club,Fighting,XB,0.11,0
Carnage Heart,Strategy,PS,0.11,0
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,PS,0.11,0
Kamen Rider: Climax Heroes,Fighting,PS2,0.11,0
Robotics;Notes,Adventure,PS3,0.11,0
Disney Channel Collection Vol. 1,Misc,GBA,0.11,0
Total Immersion Racing,Racing,PS2,0.11,0
Virtual Hydlide,Role-Playing,SAT,0.11,0
World Series of Poker: Tournament of Champions 2007 Edition,Misc,PSP,0.11,0
Tales of the World: Reve Unitia,Role-Playing,3DS,0.11,0
Karaoke Revolution,Misc,PS3,0.11,0
Warriors Orochi 3,Action,PSP,0.11,0
The Bachelor: The Videogame,Misc,Wii,0.11,0
Space Invaders,Shooter,GBA,0.11,0
BlazBlue: Chrono Phantasma,Fighting,PSV,0.11,0
Digimon Digital Card Battle,Strategy,PS,0.11,0
Toukiden 2,Action,PSV,0.11,0
Earth Defense Force 2: Invaders from Planet Space,Action,PSV,0.11,0
Kuroko's Basketball: Miracle Game,Sports,PSP,0.11,0
Dreamer Series: Top Model,Simulation,DS,0.11,0
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Sports,PS2,0.11,0
Shovel Knight,Platform,WiiU,0.11,0
Yuusha no Kuse ni Namaikida Or 3D,Strategy,PSP,0.11,0
The First Templar,Action,X360,0.11,0
X-Men: The Official Game,Action,DS,0.11,0
Dead to Rights II,Shooter,XB,0.11,0
Petz Fashion: Dogz & Catz,Simulation,DS,0.11,0
Project: Horned Owl,Shooter,PS,0.11,0
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Action,PSP,0.11,0
Child of Light,Role-Playing,PSV,0.11,0
SingStar Guitar,Misc,PS3,0.11,0
Dragon Ball Z Super Gokuden: Kakusei-Hen,Role-Playing,SNES,0.11,0
Help Wanted: 50 Wacky Jobs,Simulation,Wii,0.11,0
Busou Shinki: Battle Masters Mk. 2,Action,PSP,0.11,0
Cabela's Dangerous Hunts 2,Sports,XB,0.11,0
Fairy Tail: Portable Guild,Fighting,PSP,0.11,0
Champion Jockey: G1 Jockey & Gallop Racer,Sports,Wii,0.11,0
SimCity 2000,Simulation,GBA,0.11,0
Brunswick Circuit Pro Bowling 2,Sports,PS,0.11,0
D,Adventure,PS,0.11,0
Winning Eleven: Pro Evolution Soccer 2007,Sports,X360,0.1,0
Ennichi no Tatsujin,Misc,Wii,0.1,0
Squinkies 2: Adventure Mall Surprize!,Platform,DS,0.1,0
Wizardry VI: Bane of the Cosmic Forge,Role-Playing,SNES,0.1,0
Power Pocket Koushien,Sports,DS,0.1,0
Gravity Games Bike: Street Vert Dirt,Sports,PS2,0.1,0
Contact,Role-Playing,DS,0.1,0
Pro Yaky? Spirits 2010,Sports,PS2,0.1,0
Princess Debut,Misc,DS,0.1,0
My First Dollhouse,Misc,DS,0.1,0
Cloudy With a Chance of Meatballs,Platform,PS3,0.1,0
Family Party: 30 Great Games,Misc,Wii,0.1,0
Top Spin,Sports,PS2,0.1,0
Derby Stallion P,Sports,PSP,0.1,0
Kenka Bancho Bros: Tokyo Battle Royale,Action,PSP,0.1,0
UFC: Tapout 2,Fighting,XB,0.1,0
Adventure Time: Finn & Jake Investigations,Action,PS3,0.1,0
Kamen Rider: Battride War II,Action,PS3,0.1,0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Simulation,DS,0.1,0
Thrillville: Off the Rails,Strategy,PSP,0.1,0
Imagine: Soccer Captain,Sports,DS,0.1,0
Jikkyou Powerful Pro Yakyuu 10,Sports,GC,0.1,0
Vexx,Platform,XB,0.1,0
F1 Career Challenge,Racing,PS2,0.1,0
Taiko no Tatsujin: V Version,Action,PSV,0.1,0
Pariah,Action,XB,0.1,0
Cabela's Outdoor Adventures,Sports,XB,0.1,0
Agatha Christie: The ABC Murders,Adventure,DS,0.1,0
Metal Slug 3,Shooter,XB,0.1,0
The Smurfs 2,Platform,Wii,0.1,0
Motocross Mania 3,Racing,PS2,0.1,0
Fatal Frame 2: Wii Edition,Action,Wii,0.1,0
Dancing on Ice,Sports,Wii,0.1,0
Pro Yakyuu Famista DS 2009,Sports,DS,0.1,0
Banjo-Pilot,Racing,GBA,0.1,0
Family Feud: 2012 Edition,Misc,X360,0.1,0
Gallop Racer 2006,Sports,PS2,0.1,0
Army Corps of Hell,Action,PSV,0.1,0
Frogger: Ancient Shadow,Platform,PS2,0.1,0
Digimon Story: Lost Evolution,Role-Playing,DS,0.1,0
Exit DS,Puzzle,DS,0.1,0
Ski-Doo Snowmobile Challenge,Racing,PS3,0.1,0
Universe at War: Earth Assault,Action,X360,0.1,0
Despicable Me: The Game,Platform,PS2,0.1,0
Metal Arms: Glitch in the System,Shooter,GC,0.1,0
The Whispered World,Adventure,PC,0.1,0
Tom Clancy's Splinter Cell: Chaos Theory,Action,GC,0.1,0
Learn Chess,Misc,DS,0.1,0
Escape From Monkey Island,Adventure,PS2,0.1,0
Leisure Suit Larry: Box Office Bust,Adventure,PS3,0.1,0
The Wolf Among Us,Adventure,PS3,0.1,0
Mickey's Speedway USA (weekly JP sales),Racing,N64,0.1,0
Who Wants to Be a Millionaire: 3rd Edition,Misc,Wii,0.1,0
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,Adventure,PSP,0.1,0
Miami Law,Adventure,DS,0.1,0
Macross 30: Ginga o Tsunagu Utagoe,Shooter,PS3,0.1,0
Kidou Senshi Gundam UC,Action,PS3,0.1,0
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,Wii,0.1,0
Nicktoons: MLB,Sports,DS,0.1,0
Gretzky NHL,Sports,PSP,0.1,0
Corvette Evolution GT,Racing,DS,0.1,0
May's Mystery: Forbidden Memories,Puzzle,DS,0.1,0
PictoImage,Puzzle,DS,0.1,0
Etrian Odyssey II: Heroes of Lagaard,Role-Playing,3DS,0.1,0
Ridge Racer 2,Racing,PSP,0.1,0
Momotarou Dentetsu 16,Misc,Wii,0.1,0
Igor: The Game,Adventure,Wii,0.1,0
Dropship: United Peace Force,Simulation,PS2,0.1,0
Road Rash: Jailbreak,Racing,GBA,0.1,0
Rome: Total War,Strategy,PC,0.1,0
Green Lantern: Rise of the Manhunters,Action,Wii,0.1,0
Castlevania: Lords of Shadow 2,Action,X360,0.1,0
Lucha Libre AAA: Heroes del Ring,Fighting,PS3,0.1,0
Syberia,Action,XB,0.1,0
G1 Jockey 3,Sports,PS2,0.1,0
Shrek: Forever After,Platform,X360,0.1,0
Revolution X,Shooter,PS,0.1,0
Myst,Adventure,DS,0.1,0
Little Battlers eXperience W,Role-Playing,3DS,0.1,0
Riviera: The Promised Land,Role-Playing,GBA,0.1,0
Risen 3: Titan Lords,Role-Playing,PS3,0.1,0
Top Gun: Combat Zones,Simulation,GBA,0.1,0
Bujingai: The Forsaken City,Fighting,PS2,0.1,0
Doko Demo Issho,Misc,PSP,0.1,0
Alvin and the Chipmunks: The Squeakquel,Misc,Wii,0.1,0
The Story of Noah's Ark,Action,DS,0.1,0
Brooktown High: Senior Year,Simulation,PSP,0.1,0
Astro Boy: The Video Game,Action,DS,0.1,0
Zombie Army Trilogy,Shooter,XOne,0.1,0
Beyond Good & Evil,Adventure,XB,0.1,0
Blitz: The League II,Sports,X360,0.1,0
Death By Degrees,Action,PS2,0.1,0
Vandal Hearts II,Strategy,PS,0.1,0
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Fighting,PS,0.1,0
Samurai Warriors Chronicles 2nd,Action,3DS,0.1,0
Medal of Honor: Vanguard,Shooter,Wii,0.1,0
Toaru Majutsu no Index,Adventure,PSP,0.1,0
Dora's Cooking Club,Misc,DS,0.1,0
ESA Game Pack,Misc,PS3,0.1,0
America's Next Top Model,Action,DS,0.1,0
God Eater 2: Rage Burst,Role-Playing,PS4,0.1,0
Uta no Prince-Sama: Music,Misc,PSP,0.1,0
UNO / Skip-Bo / UNO Freefall,Misc,DS,0.1,0
Culdcept DS,Strategy,DS,0.1,0
Colin McRae Rally 04,Racing,XB,0.1,0
Monster Jam: Maximum Destruction,Racing,GBA,0.1,0
The King of Fighters: Dream Match 1999,Fighting,DC,0.1,0
FIFA Street,Sports,XB,0.1,0
Truth or Lies,Misc,Wii,0.1,0
Weiss Schwarz Portable,Strategy,PSP,0.1,0
Kirarin * Revolution: Mezase! Idol Queen,Simulation,DS,0.1,0
Dungeons & Dragons Tactics,Strategy,PSP,0.1,0
X-Men: Children of the Atom,Fighting,PS,0.1,0
Hot Wheels: Stunt Track Challenge,Racing,XB,0.1,0
Dora & Kai-Lan's Pet Shelter,Strategy,DS,0.1,0
DJ Max Fever,Misc,PSP,0.1,0
Math Blaster in the Prime Adventure,Misc,DS,0.1,0
Football Director DS,Sports,DS,0.1,0
Shellshock,Action,PS,0.1,0
Blue Stinger,Adventure,DC,0.1,0
Yggdra Union: We'll Never Fight Alone,Role-Playing,PSP,0.1,0
The Destiny of Zorro,Action,Wii,0.1,0
Hot Wheels Ultimate Racing,Action,PSP,0.1,0
Capcom vs. SNK 2 EO,Fighting,XB,0.1,0
Inazuma Eleven GO Strikers 2013,Role-Playing,Wii,0.1,0
Metal Gear Solid HD Edition,Action,PS3,0.1,0
Hunter: The Reckoning,Action,GC,0.1,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,Misc,DS,0.1,0
Urban Chaos,Action,PS,0.1,0
Creeper World 3: Arc Eternal,Strategy,Wii,0.1,0
Monkey Mischief! Party Time,Misc,Wii,0.1,0
Draglade,Fighting,DS,0.1,0
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,Misc,DS,0.1,0
Water Sports,Action,Wii,0.1,0
Freaky Flyers,Racing,PS2,0.1,0
Baten Kaitos Origins,Role-Playing,GC,0.1,0
E·O·E: Eve of Extinction,Fighting,PS2,0.1,0
Pro Evolution Soccer 2016,Sports,XOne,0.1,0
Dark Summit,Sports,XB,0.1,0
Penguin no Mondai: The World,Adventure,DS,0.1,0
Yaiba: Ninja Gaiden Z,Action,PS3,0.1,0
Flushed Away,Platform,DS,0.1,0
Surf's Up,Sports,X360,0.1,0
Hakuouki Portable,Adventure,PSP,0.1,0
NHL 2004,Sports,GC,0.1,0
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Role-Playing,X360,0.1,0
Cabela's Adventure Camp,Misc,X360,0.1,0
KORG DS-10 Synthesizer Plus,Misc,DS,0.1,0
World Snooker Championship 2007,Sports,PS3,0.1,0
X-Men: The Official Game,Action,XB,0.1,0
RLH: Run Like Hell,Shooter,PS2,0.1,0
Digimon Adventure,Role-Playing,PSP,0.1,0
Doom 3,Shooter,PC,0.1,0
The Ant Bully,Platform,PS2,0.1,0
Conflict: Global Terror,Shooter,XB,0.1,0
Minority Report: Everybody Runs,Action,GC,0.1,0
Monster Rancher EVO,Role-Playing,PS2,0.1,0
Project Hacker: Kakusei,Action,DS,0.1,0
Pajama Sam: Don't Fear The Dark,Adventure,Wii,0.1,0
GRID Autosport,Racing,X360,0.1,0
World Series of Poker 2008: Battle for the Bracelets,Misc,PS3,0.1,0
Wasteland 2,Role-Playing,PS4,0.1,0
Guitar Hero: Van Halen,Misc,PS2,0.1,0
Olympic Summer Games: Atlanta 1996,Sports,PS,0.1,0
Little League World Series Baseball 2008,Sports,Wii,0.1,0
Disney's The Haunted Mansion,Platform,GC,0.1,0
Tatsunoko vs. Capcom: Cross Generation of Heroes,Fighting,Wii,0.1,0
Alvin and the Chipmunks: Chipwrecked,Misc,X360,0.1,0
Darius Gaiden,Shooter,SAT,0.1,0
All Kamen Rider: Rider Generation 2,Action,DS,0.1,0
Beach Spikers: Virtua Beach Volleyball,Sports,GC,0.1,0
Total War: WARHAMMER,Strategy,PC,0.1,0
Tom Clancy's Ghost Recon: Predator,Shooter,PSP,0.1,0
You Don't Know Jack: Mock 2,Misc,PS,0.1,0
Blue Dragon: Awakened Shadow,Role-Playing,DS,0.1,0
3D Tank Warfare Simulator Panzer Front,Simulation,PS,0.1,0
[Prototype 2],Action,PC,0.1,0
NASCAR The Game: Inside Line,Racing,X360,0.1,0
Sudoku Mania,Puzzle,DS,0.1,0
Blades of Time,Action,PS3,0.1,0
Rolling Stone: Drum King,Misc,Wii,0.1,0
Jade Cocoon 2,Role-Playing,PS2,0.1,0
Lord of Apocalypse,Role-Playing,PSV,0.1,0
Bejeweled Twist,Puzzle,DS,0.1,0
Rock Band 3,Misc,DS,0.1,0
Kabushiki Baibai Trainer: Kabutore!,Simulation,DS,0.1,0
Sword & Sorcery,Role-Playing,SAT,0.1,0
Van Helsing,Action,GBA,0.1,0
NFL Tour,Sports,X360,0.1,0
Bee Movie Game,Action,PS2,0.1,0
NBA Live 16,Sports,XOne,0.1,0
Spider-Man: Web of Shadows,Action,DS,0.1,0
Bullet Witch,Shooter,X360,0.1,0
USA Today Puzzle Craze,Puzzle,DS,0.1,0
Machi-Ing Maker 3 x Tousouchuu,Simulation,PSP,0.1,0
Kelly Slater's Pro Surfer,Sports,XB,0.1,0
SNK vs. Capcom: SVC Chaos,Fighting,XB,0.1,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,PS2,0.1,0
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Shooter,SAT,0.1,0
Vanishing Point,Racing,PS,0.1,0
SCORE International Baja 1000: The Official Game,Racing,Wii,0.1,0
Dragonseeds,Action,PS,0.1,0
The Bard's Tale,Role-Playing,XB,0.1,0
Opoona,Role-Playing,Wii,0.1,0
Big League Sports,Sports,Wii,0.1,0
nail'd,Racing,X360,0.1,0
Nodame Cantabile,Misc,DS,0.1,0
Alien Hominid,Shooter,PS2,0.1,0
Record of Agarest War Zero,Strategy,X360,0.1,0
L'Aigle de Guerre,Strategy,GBA,0.1,0
Jeopardy!,Misc,N64,0.1,0
Disney's Donald Duck: Goin' Quackers,Platform,N64,0.1,0
Aidyn Chronicles: The First Mage,Role-Playing,N64,0.1,0
Aquapazza: Aquaplus Dream Match,Fighting,PS3,0.1,0
Virtual Pool 64,Sports,N64,0.1,0
Indy Racing 2000,Racing,N64,0.1,0
Flying Dragon,Fighting,N64,0.1,0
International Superstar Soccer 64 (weekly JP sales),Sports,N64,0.1,0
Lode Runner 3-D,Action,N64,0.1,0
The History Channel: Civil War - Secret Missions,Shooter,PS3,0.1,0
GT64 Championship Edition,Racing,N64,0.1,0
Milo's Astro Lanes,Sports,N64,0.1,0
Gekido,Fighting,PS,0.1,0
Harry Potter and the Deathly Hallows - Part 1,Action,PC,0.1,0
Fifi and the Flowertots,Misc,DS,0.1,0
Disney's The Jungle Book,Platform,GBA,0.1,0
King of Clubs: Mini Golf,Sports,Wii,0.1,0
Ultimate Marvel vs. Capcom 3,Fighting,PS3,0.1,0
Cate West: The Vanishing Files,Adventure,DS,0.1,0
Army Men World War: Team Assault,Action,PS,0.1,0
Tom Clancy's Splinter Cell,Action,GBA,0.1,0
Harry Potter and the Deathly Hallows - Part 2,Action,PC,0.1,0
NHL 2K6,Sports,X360,0.1,0
Marvel vs. Capcom: Clash of Super Heroes,Fighting,DC,0.1,0
NBA Ballers: Rebound,Sports,PSP,0.1,0
King's Field: The Ancient City,Role-Playing,PS2,0.1,0
LEGO Rock Raiders,Strategy,PS,0.1,0
Silent Scope Complete,Shooter,XB,0.1,0
Digimon All-Star Rumble,Fighting,PS3,0.1,0
Ghost in the Shell,Simulation,PS,0.1,0
Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,PS4,0.1,0
Marvel Super Hero Squad: The Infinity Gauntlet,Action,3DS,0.1,0
Evil Dead: Fistfull of Boomstick,Action,XB,0.1,0
Tom Clancy's Classic Trilogy,Shooter,XB,0.1,0
Harvest Moon DS Cute (jp sales),Simulation,DS,0.1,0
Bleach: Dark Souls (JP sales),Fighting,DS,0.1,0
Indigo Prophecy,Adventure,XB,0.1,0
NASCAR '14,Racing,PS3,0.1,0
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,Misc,DS,0.1,0
Over the Hedge,Platform,XB,0.1,0
Sneakers,Puzzle,XB,0.1,0
Sword Art Online: Lost Song,Role-Playing,PS3,0.1,0
